idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m,predicao_credito
53,1,1,1,3,2,1,44,5,1,2,26365.88,3411.04,68,0
37,0,1,2,2,0,0,29,5,0,3,4671.5,2468.92,58,0
35,1,3,1,2,4,0,28,4,2,3,14869.03,2753.82,48,0
59,1,1,1,2,1,0,36,6,2,2,2300.78,1693.5,27,0
47,1,1,2,3,3,0,28,6,4,1,2797.31,3525.0,63,0
48,0,3,0,0,1,0,30,5,1,2,2657.74,3580.76,77,0
58,1,2,2,2,3,0,46,6,3,1,9149.65,1220.39,36,0
55,0,2,2,2,0,0,36,5,3,2,2629.82,1725.63,41,0
37,1,2,1,1,1,0,17,6,3,3,3176.25,2298.57,67,0
57,1,2,1,2,3,0,42,6,0,1,21875.44,1327.02,31,0
60,1,2,0,2,4,0,41,5,4,2,3007.83,1475.38,31,0
50,1,1,3,2,2,0,40,4,4,2,17404.44,4491.23,78,0
56,1,2,0,2,2,0,51,5,3,6,2863.18,1458.94,39,0
48,1,3,1,2,2,2,37,5,2,1,34516.91,3205.12,57,0
40,1,4,1,0,2,0,30,4,1,1,13919.92,3699.64,67,0
48,1,3,1,2,3,0,39,4,3,4,18672.71,1126.9,35,1
50,0,1,2,2,0,0,36,6,2,2,4204.02,4740.94,67,0
61,0,1,2,2,0,0,36,3,4,2,6859.56,1617.67,26,0
36,1,2,0,2,3,0,30,6,3,3,16050.76,3215.64,56,0
46,1,5,0,2,4,0,32,5,2,2,34516.15,2436.12,71,0
28,1,0,2,1,4,0,36,3,3,3,16766.25,3093.5,77,0
49,1,5,2,0,3,0,30,3,1,2,20895.13,3210.46,65,0
44,0,4,0,0,1,0,38,6,3,3,7881.54,3068.8,77,0
57,1,5,0,2,3,0,50,4,3,2,13427.41,1337.77,27,0
37,1,2,2,1,3,0,36,3,2,3,2281.71,2735.57,58,0
57,1,2,2,2,3,0,52,6,4,2,10974.16,1327.71,26,0
33,1,1,2,2,2,0,36,1,4,3,8925.37,741.56,10,1
46,1,2,0,2,2,0,40,4,3,1,5265.11,3281.19,68,0
45,0,2,0,1,4,0,36,6,3,4,17156.02,1142.3,33,1
53,1,1,2,2,3,0,36,4,3,2,13457.78,1548.89,41,0
52,1,0,2,2,2,0,46,3,4,2,2742.48,3829.22,72,0
34,1,1,2,2,2,0,29,3,3,2,3890.3,1889.41,51,0
55,1,3,1,0,3,0,51,6,3,2,17198.56,4042.73,62,0
53,1,4,0,2,4,0,41,6,4,3,3401.79,1924.55,54,0
37,1,1,2,2,2,0,19,6,2,1,18951.7,2874.56,58,0
58,0,3,2,0,1,0,52,4,1,1,1454.01,3060.14,56,0
33,1,3,0,2,4,0,20,6,2,3,27499.69,2202.42,46,0
39,1,3,1,2,4,0,36,3,2,3,32964.78,3094.2,45,0
37,0,2,0,0,0,0,28,5,1,2,7411.52,2761.31,77,0
32,1,0,2,0,1,0,36,4,3,3,7200.86,3006.8,83,0
26,0,1,2,0,4,0,13,6,3,2,12007.72,2678.91,50,0
60,0,0,1,2,0,0,50,4,2,2,3147.01,1558.69,23,0
37,1,1,1,0,3,0,18,6,5,2,5110.45,3028.1,76,0
43,0,5,1,2,0,0,35,3,4,6,5438.63,5029.23,75,0
56,1,1,2,2,3,0,40,6,1,1,17450.17,1426.21,38,0
52,1,3,3,2,3,0,39,3,2,3,18352.45,1454.6,29,0
34,1,2,2,0,4,0,17,3,2,1,5030.59,3345.8,69,0
47,1,1,2,1,3,1,38,3,3,2,34516.81,1823.32,27,0
26,1,0,1,0,0,0,21,4,2,3,1585.66,2299.22,49,0
54,1,1,0,2,4,0,42,5,3,3,3251.84,1406.89,31,0
35,0,3,2,0,0,0,23,3,2,2,2858.16,2845.0,73,0
52,1,1,2,2,3,1,36,6,0,1,34516.31,3284.97,65,0
41,1,3,1,0,2,0,28,4,3,1,16443.04,4252.15,64,0
36,0,0,2,1,0,0,32,3,3,2,3687.86,2448.67,63,0
53,0,1,1,2,0,0,36,5,3,1,4840.8,1637.1,22,0
42,1,3,2,0,4,0,36,6,2,3,15108.29,3738.71,68,0
54,1,1,3,2,2,0,37,6,2,3,1909.09,1457.89,24,0
53,1,3,4,0,3,0,44,5,2,2,19063.78,3393.12,58,0
36,1,2,0,2,3,0,26,4,4,2,15982.64,1687.72,40,0
42,1,3,1,0,2,0,32,6,2,2,1438.56,1794.93,45,0
27,0,2,3,1,0,0,14,4,3,3,2549.97,2605.49,61,0
58,1,4,1,2,2,0,36,6,4,2,5967.96,1426.44,29,0
59,1,1,2,2,1,0,53,5,3,1,2182.3,1660.05,34,0
63,0,2,1,2,0,0,52,5,3,2,2689.81,1188.71,35,0
57,1,2,2,0,3,0,51,6,4,2,30622.11,3600.09,66,0
56,0,0,0,2,4,0,48,4,2,1,4203.29,1425.42,32,0
42,0,3,2,0,0,0,37,6,3,1,6453.63,4822.16,74,0
29,0,1,0,0,0,0,23,3,2,1,3318.7,3011.59,83,0
44,1,2,2,3,2,0,39,5,3,3,22075.23,2337.3,40,0
33,1,1,3,2,1,0,14,3,2,2,6746.29,2962.76,54,0
35,1,2,1,2,3,0,36,5,2,2,4408.23,2001.68,49,0
33,0,3,1,0,0,0,36,5,3,3,4838.2,2641.69,67,0
46,1,4,1,0,3,1,40,5,4,1,34516.45,3568.91,57,0
27,1,0,2,2,1,0,14,4,4,1,3823.61,2027.0,49,0
42,1,3,3,3,4,0,36,3,1,2,21670.8,4121.17,81,0
53,1,2,1,2,2,0,38,6,2,3,7928.03,1537.85,37,0
50,1,3,1,0,4,0,42,3,3,1,33996.04,3569.3,77,0
48,0,5,3,1,1,0,40,3,1,1,4365.34,3542.27,57,0
57,1,2,0,0,2,0,47,6,4,3,2248.29,4440.0,77,0
34,0,2,1,0,0,0,27,4,1,1,1901.55,2450.69,52,0
55,1,2,3,0,3,1,45,3,4,1,34516.49,1966.31,31,0
58,1,2,1,2,4,0,54,6,4,2,31680.36,1121.76,25,0
55,0,3,1,2,0,0,35,3,3,2,1872.72,2238.33,45,0
48,0,2,2,3,0,0,42,3,2,2,2055.76,3656.21,63,0
45,1,2,3,1,1,0,37,5,2,1,10991.62,3692.68,60,0
59,1,0,2,2,0,0,46,6,2,1,3939.35,1489.14,34,0
53,0,2,4,2,1,0,40,5,4,1,2127.35,1363.3,37,0
47,1,4,2,0,3,0,32,3,2,3,34010.43,1739.8,39,0
43,0,3,2,2,4,0,36,4,1,2,6971.78,3575.99,67,0
33,0,1,4,2,0,0,15,6,0,2,1741.5,2629.03,61,0
49,0,2,4,0,4,0,36,3,2,3,24904.91,5176.75,71,0
54,0,1,1,0,0,0,45,3,5,5,1438.7,1603.17,39,1
65,1,0,0,2,0,0,56,6,1,3,2621.59,2148.05,47,0
49,0,5,1,2,1,0,35,5,1,2,11115.52,3956.8,74,0
47,1,5,2,0,3,0,39,6,3,2,13241.47,3157.65,76,0
51,1,4,0,2,3,0,42,6,2,1,14438.09,2090.4,47,0
36,1,3,0,0,3,0,31,6,1,1,5228.78,2683.04,62,0
36,1,2,1,2,2,0,36,3,4,1,5550.09,2540.59,62,0
46,1,1,1,3,1,0,36,4,2,3,1438.27,2928.52,48,0
62,0,0,2,2,0,0,55,3,0,1,2064.42,1475.41,27,0
30,0,1,3,0,0,0,24,4,0,3,3450.68,2545.25,64,0
46,1,4,1,2,4,1,36,4,3,1,34516.98,2163.33,56,0
41,1,4,2,1,3,0,36,6,2,2,30030.38,1828.79,38,0
50,1,1,2,2,1,0,45,5,3,3,2151.73,2513.72,62,0
53,1,2,2,2,3,0,44,4,3,1,7181.69,1636.87,39,0
55,1,2,2,2,4,0,44,3,3,3,27745.4,1525.6,21,0
49,0,4,0,2,0,0,43,4,2,3,4852.7,3561.31,73,0
56,1,1,1,2,2,0,50,6,3,3,6735.4,1249.07,28,0
63,1,1,1,2,1,0,53,4,2,1,6128.45,1700.95,42,0
41,1,4,0,3,3,0,36,4,2,3,23124.67,1959.36,50,0
34,1,2,2,2,1,0,29,3,2,2,3436.8,1972.96,37,0
35,1,0,2,2,4,0,36,5,1,2,3176.69,2074.94,48,0
44,1,4,3,3,4,0,34,5,3,3,8874.53,1849.38,56,0
38,0,3,1,2,0,0,34,5,0,1,3402.22,1767.41,28,0
52,1,1,1,2,3,0,43,6,1,1,2689.24,1357.0,33,0
54,1,3,2,2,0,0,36,3,2,3,1556.37,1615.87,35,0
58,0,2,0,0,1,0,36,3,3,3,7372.65,1707.82,56,0
26,1,0,3,3,0,0,13,6,2,1,5713.08,3323.27,61,0
27,0,1,4,0,0,0,22,4,3,1,2965.06,2553.07,59,0
33,1,1,2,2,3,0,26,3,2,2,9819.15,2198.26,40,0
32,1,0,2,0,2,0,14,4,3,3,8186.38,2411.9,67,0
58,0,1,3,2,0,0,49,3,2,3,3846.11,1815.79,47,0
45,0,4,2,3,0,1,30,5,2,2,13131.13,1795.66,37,0
48,0,3,0,0,0,0,28,4,1,2,2944.86,3457.06,61,0
38,1,2,4,0,2,1,36,3,4,3,34516.95,1872.04,52,0
54,1,2,0,2,3,0,38,6,4,3,5660.64,1569.99,39,0
40,0,1,1,3,0,0,30,5,1,1,7554.4,4150.82,64,0
35,0,4,2,2,0,0,26,5,4,1,2494.74,2946.86,57,0
31,1,1,3,2,3,0,36,4,0,1,25215.62,2588.02,48,0
40,0,4,3,2,1,0,24,5,2,3,2606.32,1999.01,50,0
52,1,0,1,0,3,0,43,4,3,3,8133.47,3310.8,76,0
57,0,1,0,2,0,0,36,6,2,2,3101.17,1681.61,32,0
48,1,2,1,1,3,0,29,6,3,2,24446.36,3897.35,75,0
49,1,3,0,2,3,0,39,5,2,3,2361.15,4316.23,78,0
40,1,4,0,0,1,0,32,6,2,4,2441.92,3903.58,62,0
45,1,2,1,2,1,0,41,5,2,2,8532.39,3242.42,63,0
41,1,3,2,2,3,0,37,5,3,3,16954.89,3411.37,60,0
36,1,2,1,0,3,0,17,4,1,3,2900.29,2631.3,72,0
37,0,1,1,0,0,0,36,6,4,2,6827.69,2621.04,49,0
44,0,3,3,1,1,0,34,5,5,2,4513.33,3165.0,62,0
52,1,2,3,2,4,0,47,3,2,3,27347.55,4040.76,77,0
42,0,3,0,2,0,0,36,4,1,3,1676.79,4381.46,77,0
62,0,1,1,2,0,0,50,6,4,6,2802.87,1757.85,33,0
49,1,3,4,2,3,0,45,3,4,0,23870.99,1885.14,39,1
30,0,0,1,0,0,0,17,3,1,2,4868.23,2907.77,69,0
50,1,3,2,0,2,0,45,5,5,3,20437.31,4166.25,66,0
32,1,2,0,1,2,0,26,6,4,1,2239.71,2466.05,60,0
32,0,1,1,0,0,0,28,6,3,3,2428.04,3007.81,84,0
49,1,3,4,0,2,0,44,3,5,1,15027.84,3533.27,59,0
37,1,2,4,0,4,0,32,3,5,3,32056.2,2730.77,68,0
42,0,3,3,0,4,1,31,3,2,2,34516.73,3415.22,79,0
36,1,2,2,0,3,0,29,3,5,3,5346.52,2283.02,51,0
52,0,4,2,2,0,0,36,1,5,4,2143.19,1353.98,36,1
48,1,3,2,0,2,2,40,5,5,2,34516.59,3927.6,68,0
29,1,1,2,0,2,0,19,3,2,1,23507.71,2650.12,65,0
33,0,3,4,2,1,0,28,5,3,2,1864.72,2607.96,44,0
36,1,2,3,0,2,0,24,5,5,2,23032.77,2787.55,73,0
36,0,4,0,2,0,0,36,4,3,1,4277.22,1855.08,49,0
56,0,2,0,2,1,0,41,5,2,3,2771.41,1706.47,27,0
28,1,1,0,1,0,0,36,5,4,3,2265.96,2306.51,61,0
31,0,2,2,1,0,0,19,6,0,2,2853.2,2697.97,68,0
44,0,3,2,0,0,0,33,5,5,3,3075.34,3534.55,53,0
51,0,3,0,2,4,0,31,5,5,1,15340.91,2965.21,51,0
55,1,3,1,0,1,0,35,4,4,1,3065.74,3525.0,69,0
34,0,2,4,0,0,0,28,3,2,3,1438.78,3044.69,91,0
61,0,0,1,0,1,0,56,4,5,3,7118.97,3964.44,66,0
37,1,2,2,0,2,0,36,4,2,2,11419.87,3000.55,70,0
46,1,3,1,2,1,0,37,6,5,2,2403.9,3393.64,64,0
47,0,3,2,2,0,0,32,4,2,3,2821.52,1452.33,38,0
54,1,1,1,2,1,0,43,4,3,3,2706.96,1682.5,39,0
50,0,3,2,0,0,0,43,6,4,1,2999.13,2073.47,48,0
36,0,4,0,0,0,0,28,5,2,1,2226.59,2660.68,62,0
37,1,5,1,2,2,0,31,5,4,3,3351.37,1910.61,43,0
47,1,4,3,1,1,0,36,5,1,1,5570.74,4129.24,72,0
54,1,3,2,2,3,0,41,3,2,3,10448.38,1604.37,39,0
64,0,0,0,2,0,0,56,6,2,2,2174.96,1755.52,39,0
48,1,3,1,2,3,0,38,3,3,3,31501.19,3742.36,75,0
35,1,2,2,0,2,0,30,6,3,3,21695.74,2266.47,74,0
49,1,2,2,2,3,0,36,3,1,1,34516.54,1805.27,34,0
42,1,5,2,2,2,0,35,6,2,3,13650.33,1703.83,53,0
49,1,0,2,0,3,0,36,5,4,3,16156.08,4160.93,81,0
53,0,2,1,2,0,0,46,6,4,2,2413.56,1398.61,24,0
56,1,2,0,2,3,0,45,3,3,2,5920.4,1408.6,28,0
41,1,3,3,0,2,0,28,6,0,3,5841.64,3817.6,81,0
37,1,3,0,0,2,0,36,3,5,1,8418.82,2879.62,63,0
30,1,0,0,2,0,0,21,5,3,4,2490.26,2441.85,53,0
45,1,3,4,2,3,0,35,3,2,3,20640.14,1793.0,53,0
54,1,1,0,2,2,0,37,5,1,1,9453.8,1688.89,45,0
46,1,2,1,2,2,0,40,4,4,2,7949.98,3355.86,58,0
36,0,4,3,0,0,0,36,3,1,2,2758.02,3073.97,86,0
48,1,2,4,0,4,0,41,5,1,2,20148.86,3921.44,74,0
59,0,0,4,0,0,0,36,3,2,1,1438.79,1904.89,47,0
60,1,1,2,0,3,0,51,6,4,3,26566.04,3103.58,65,0
44,1,5,1,0,2,0,34,3,5,3,13477.85,3866.25,67,0
65,1,0,3,1,0,0,42,5,2,3,9706.33,3435.95,58,0
46,0,3,1,0,1,0,41,5,4,2,7457.47,3162.15,64,0
48,1,4,1,2,3,1,40,6,5,2,34516.54,3937.26,80,0
53,1,3,0,2,4,0,47,5,3,1,19081.91,1536.09,31,0
53,0,3,2,2,4,0,36,6,2,2,2447.05,1716.01,38,0
41,1,2,0,0,3,0,36,4,4,2,28830.68,3533.15,57,0
37,0,4,0,1,1,0,22,5,3,1,2563.03,2064.87,46,0
29,0,0,0,0,0,0,13,6,5,3,5240.19,2712.93,64,0
49,0,2,4,2,0,0,44,4,0,3,3397.5,3295.39,66,0
47,1,3,4,0,0,0,35,4,2,3,1842.24,4165.02,67,0
53,0,1,2,2,0,0,40,4,4,2,2383.24,1616.77,37,0
33,1,2,1,1,2,0,21,5,3,3,20791.15,2883.77,93,0
34,1,1,1,3,2,0,27,5,4,2,19900.04,3948.9,96,0
28,0,0,1,0,4,1,15,3,3,3,32024.99,2507.26,64,0
36,0,3,1,0,1,0,28,3,3,2,3701.97,3222.43,86,0
30,0,2,1,0,0,0,18,3,4,1,4199.93,3016.27,67,0
34,1,3,0,0,1,0,21,4,3,1,4353.54,2664.24,81,0
38,0,4,3,2,1,0,36,4,4,4,4913.98,899.46,28,1
39,0,4,4,2,0,0,22,3,1,3,5454.89,2674.21,67,0
32,0,0,1,2,4,0,26,3,2,3,2172.45,2945.63,69,0
36,1,2,4,0,1,0,26,4,2,3,2845.67,2396.95,51,0
37,0,3,0,0,4,0,28,3,4,1,18570.12,3999.33,96,0
45,1,4,2,2,2,1,33,5,4,2,25907.12,2058.87,56,0
38,0,3,2,0,0,0,33,5,2,3,2206.65,1739.52,35,0
31,1,0,1,0,1,0,24,3,4,1,12050.61,2015.69,46,0
65,1,0,0,3,0,0,36,3,2,3,2107.4,3913.13,67,0
63,0,0,1,2,0,0,36,6,4,3,2107.66,1320.36,35,0
65,1,1,1,2,0,0,56,3,5,2,3539.14,1463.34,31,0
43,0,3,3,2,4,0,36,3,4,3,27175.16,3814.14,72,0
51,1,1,1,2,1,1,36,6,2,2,17905.83,4399.73,64,0
37,1,3,1,2,2,0,31,3,3,1,4940.45,3246.93,57,0
55,0,1,1,2,4,0,43,5,2,4,3161.43,1547.23,30,0
27,1,0,2,0,2,0,36,4,3,3,2464.17,2636.17,50,0
34,0,0,0,2,1,0,36,5,3,1,3203.35,2625.14,52,0
32,0,1,3,1,0,0,36,3,4,5,1835.1,2801.77,79,0
49,0,5,2,0,0,0,39,3,2,2,1993.39,4075.91,76,0
39,1,2,2,2,3,0,27,3,2,3,34516.97,3448.13,53,0
27,1,0,4,0,4,0,22,5,2,2,7130.21,2498.31,37,0
30,1,1,2,1,4,0,22,5,4,3,12539.69,2643.66,72,0
39,1,4,0,2,3,0,25,6,3,2,8208.45,3135.67,39,0
42,1,2,4,2,3,0,32,4,2,2,26222.7,1988.87,30,0
55,1,4,3,1,3,0,36,4,3,2,34173.39,3731.78,69,0
57,0,2,1,2,1,0,49,5,2,1,3377.55,1621.88,32,0
53,1,2,1,2,4,0,43,6,2,3,5882.09,1380.43,30,0
51,1,0,1,2,3,0,40,4,2,3,7158.99,2113.42,60,0
47,1,3,1,2,0,0,41,6,4,1,5833.86,3732.53,75,0
26,0,0,0,0,1,0,36,6,4,3,4152.7,2351.72,42,0
37,1,2,0,0,1,0,24,6,3,2,11699.41,2007.3,46,0
45,0,2,2,0,1,0,35,6,2,3,4505.84,3968.84,68,0
55,1,2,2,0,2,0,48,6,2,3,7667.52,3915.37,76,0
37,1,4,1,0,4,0,28,3,4,3,34516.52,2574.88,62,0
36,0,3,1,0,0,0,31,3,3,2,2937.67,2511.47,51,0
36,0,1,0,0,0,0,36,5,4,3,5257.05,2822.66,73,0
39,1,2,0,0,2,0,28,6,3,3,10331.83,3695.1,81,0
47,1,4,2,2,2,0,36,3,3,3,17557.43,2142.59,62,0
56,0,2,1,2,0,0,48,6,2,3,4366.74,1596.67,37,0
56,0,4,2,0,4,0,46,6,2,2,8037.34,3271.32,71,0
38,1,2,2,2,0,0,25,4,3,1,8740.93,2169.88,38,0
49,1,3,1,0,4,0,36,6,3,2,8514.12,4098.01,74,0
36,0,4,2,0,0,0,26,4,2,3,2002.99,2411.57,60,0
51,0,0,0,2,0,0,35,5,4,3,3132.49,3607.12,60,0
26,0,0,3,2,1,0,13,2,3,3,2010.42,3625.41,85,0
34,1,2,1,2,3,0,23,6,3,2,7567.26,2361.12,45,0
56,1,2,0,0,1,0,40,2,4,6,2381.58,1920.71,46,1
43,1,2,1,2,4,1,31,6,4,2,34516.83,4976.5,88,0
47,0,3,2,0,4,0,42,6,2,2,16411.65,3929.19,71,0
42,0,4,0,0,0,0,19,3,0,2,1438.02,3786.87,67,0
38,1,2,3,2,3,0,30,2,2,3,3735.43,1837.19,47,0
55,1,2,4,0,2,0,37,3,1,3,22127.98,3591.63,63,0
28,0,0,3,2,4,0,36,3,3,2,5685.58,2395.86,62,0
62,1,0,2,0,1,0,50,3,2,2,7348.95,3066.69,61,0
52,1,2,4,2,4,0,34,3,3,2,11188.03,2109.49,47,1
44,1,3,2,0,4,0,37,3,5,1,3650.06,4599.71,75,0
29,0,0,4,0,0,0,36,5,3,2,5076.57,2675.92,57,0
48,1,4,4,3,2,1,38,3,2,2,32658.95,2023.45,37,0
43,1,3,2,2,3,0,36,6,2,1,28634.07,4549.03,68,0
49,0,2,4,0,0,0,36,3,3,1,3414.7,1803.85,49,0
43,1,3,0,2,3,0,23,5,1,6,12315.91,2028.42,51,0
41,0,2,2,2,1,0,36,5,3,3,2690.44,3636.02,68,0
43,1,3,1,0,3,0,31,6,4,2,12165.22,4066.78,74,0
51,0,3,1,0,0,0,46,4,3,1,1792.55,3102.49,63,0
37,1,1,4,0,3,0,30,6,2,3,19300.26,2660.17,70,0
37,1,2,3,1,1,0,24,3,4,3,8120.84,3161.96,54,0
49,1,5,0,2,3,0,36,6,2,2,2292.48,2584.94,60,0
36,1,3,2,2,3,0,25,6,3,3,21434.92,2143.07,46,0
50,0,2,1,3,0,0,43,5,4,3,3424.33,4929.13,74,0
64,1,0,2,2,0,0,51,3,4,3,2787.79,1662.09,39,0
36,0,3,3,0,4,0,30,3,3,2,8696.99,2847.91,67,0
45,1,3,0,2,4,0,35,6,3,2,32446.59,1717.95,39,0
41,1,2,1,2,3,0,36,6,3,3,9133.56,4101.48,88,0
47,1,3,1,0,3,0,37,3,2,3,5116.53,2361.56,49,0
39,1,2,4,2,3,0,31,5,1,2,18974.95,2783.39,56,0
51,1,4,2,0,4,0,45,6,3,2,12101.0,2086.07,44,0
55,0,1,0,0,1,0,46,5,4,3,5379.89,1778.22,40,0
57,1,3,1,0,4,0,49,5,3,3,32676.43,3990.69,88,0
36,1,4,4,1,4,0,31,4,4,3,34516.15,2243.34,60,0
35,1,2,2,2,4,0,36,4,4,3,15202.95,3143.48,60,0
38,0,2,2,0,0,0,23,5,3,3,2222.93,1823.31,49,0
39,0,2,1,0,1,0,34,5,4,2,5858.82,3355.49,77,0
65,0,0,1,2,1,0,56,4,1,2,2692.94,1594.13,36,0
51,0,2,2,2,0,0,45,6,2,3,7165.5,3553.79,78,0
50,0,3,0,2,0,0,38,4,4,3,1438.18,4740.36,81,0
38,1,2,1,0,2,1,32,5,1,1,26988.28,3732.9,70,0
36,0,1,2,0,0,0,26,3,2,3,2517.02,3569.71,62,0
41,1,3,2,2,1,0,28,3,4,3,11091.98,1234.42,34,1
40,0,4,1,0,0,1,27,3,2,1,10745.28,3502.89,87,0
40,0,2,4,2,4,1,36,3,4,2,34516.17,3146.28,66,0
26,1,1,2,0,0,0,20,6,2,3,2590.46,2804.85,52,0
46,0,4,2,0,0,0,35,5,3,2,2722.65,3129.0,69,0
49,0,1,1,2,0,0,36,3,0,3,8228.29,4277.26,80,0
38,1,2,2,1,3,0,33,6,2,3,11777.81,2763.84,62,0
49,1,4,1,2,3,0,39,5,1,1,34516.23,3951.62,76,0
38,1,3,1,1,3,0,24,5,3,1,14821.68,2876.92,60,0
36,1,1,2,0,0,0,23,4,1,3,1438.61,2186.1,59,0
34,0,2,2,0,0,0,21,6,4,3,6131.04,2825.55,93,0
52,1,5,1,0,3,0,47,3,1,1,2047.39,3452.22,66,0
40,1,3,1,0,3,0,34,3,4,3,22380.05,3756.88,73,0
36,1,3,2,2,3,0,31,3,5,3,12893.1,2300.73,60,0
53,1,3,0,0,0,0,47,5,1,1,3351.83,4294.48,66,0
40,0,2,2,2,0,0,36,3,1,1,5093.02,2341.56,57,0
54,1,1,1,2,1,0,44,5,1,1,1438.62,1585.88,37,0
34,1,4,3,0,2,0,20,5,2,1,2165.46,2651.96,81,0
62,0,1,2,0,0,0,54,4,2,2,1927.32,4199.04,77,0
39,0,1,3,0,4,0,36,6,1,1,22125.68,1994.67,57,0
50,1,3,1,2,4,0,42,4,3,5,34516.26,1756.03,35,0
36,1,1,2,1,4,0,28,6,2,3,5260.45,2546.33,62,0
56,0,1,1,2,0,0,48,6,2,2,1438.27,1336.91,32,0
44,0,4,1,0,1,0,30,3,4,4,4333.34,1558.66,40,1
45,1,4,3,2,0,0,32,3,1,2,6637.06,1801.22,48,0
36,1,2,1,0,4,0,28,4,0,3,3174.57,3140.56,74,0
44,0,2,2,2,0,0,36,4,5,2,4396.07,3942.77,69,0
52,1,2,1,0,3,0,48,6,4,2,34516.47,1661.37,40,1
50,0,3,1,2,0,0,37,3,4,2,1438.56,3637.61,80,0
53,0,2,1,0,0,0,43,3,4,3,6853.83,2833.85,70,0
36,0,0,2,2,0,0,24,4,2,3,2570.14,1755.69,42,0
27,0,1,3,1,0,0,15,5,2,3,2166.31,3563.98,70,0
31,0,1,3,1,4,0,27,4,3,6,3647.09,2271.29,60,0
36,1,3,2,0,2,0,36,3,1,1,11684.16,2969.8,88,0
41,1,4,0,0,2,0,28,6,4,1,4475.77,3367.8,66,0
28,1,1,2,0,2,0,18,6,2,3,16604.21,2580.91,61,0
59,1,1,0,2,1,0,53,6,5,2,5446.47,1505.56,33,0
43,1,3,2,3,3,0,31,5,4,1,28700.6,3395.4,71,0
41,1,3,2,2,2,0,30,3,1,1,2888.43,3798.78,58,0
46,1,2,1,2,2,0,34,4,0,2,9451.8,3179.02,79,0
51,1,3,2,2,3,0,43,3,5,4,13933.62,3504.86,62,0
44,1,1,0,2,0,0,33,5,2,2,6130.64,3411.29,78,0
40,1,3,1,2,2,0,36,6,2,2,15008.93,3943.33,85,0
32,1,1,0,2,1,0,18,4,4,1,4583.58,2395.66,57,0
48,1,4,2,0,1,0,37,1,4,3,5268.84,2138.96,40,1
58,1,2,2,2,2,0,51,4,2,2,14976.15,1599.61,36,0
37,0,3,0,0,0,0,25,3,4,2,2282.83,2751.08,68,0
51,1,3,2,2,3,0,36,3,3,3,5130.41,1434.26,31,1
43,0,3,2,2,0,0,31,4,2,3,5702.78,3928.78,75,0
41,1,4,2,0,3,0,30,3,4,3,14480.79,1616.56,43,0
51,1,3,1,1,1,0,41,5,4,3,7570.12,3849.23,70,0
52,1,2,4,2,3,0,38,4,2,2,12878.29,1968.67,59,0
61,1,2,0,0,2,1,48,5,3,2,26218.3,3925.34,88,0
49,1,3,4,0,4,1,36,6,5,1,34516.47,3422.57,78,0
36,0,3,0,0,4,0,23,6,4,3,2804.76,2812.3,77,0
35,1,1,1,2,1,0,25,5,4,4,5801.26,2987.59,52,0
63,0,0,0,2,0,0,53,5,2,3,2271.16,1550.93,33,0
36,0,1,4,2,0,0,23,6,3,3,3107.82,2720.45,48,0
33,0,4,1,0,0,0,22,5,2,1,2001.86,3162.73,99,0
33,1,1,1,0,3,0,26,4,0,1,1438.91,2557.69,55,0
65,1,1,0,0,4,0,36,4,5,3,4465.46,4044.3,66,0
61,1,1,1,2,2,0,55,6,3,2,3264.97,1665.96,32,0
44,1,4,1,3,3,0,34,4,2,3,26856.38,4222.14,75,0
38,1,1,4,0,3,1,29,6,3,3,34516.96,4238.86,85,0
41,1,4,2,0,3,0,32,4,3,6,21756.84,3063.9,71,0
44,0,4,2,2,0,0,26,4,2,1,4726.96,3658.7,70,0
41,1,5,2,0,2,2,32,2,4,3,34516.87,1727.41,35,1
45,0,2,2,0,0,0,41,6,2,2,5596.63,3212.82,64,0
37,1,0,4,0,3,0,27,5,3,2,15326.93,2990.2,55,0
51,1,1,2,0,3,0,38,3,4,1,11373.88,1976.3,35,0
65,1,0,2,0,0,0,54,3,5,1,2644.72,3495.59,70,0
37,0,1,1,0,1,0,27,6,2,1,2673.35,3052.79,63,0
54,1,4,2,2,2,0,36,3,2,4,7477.57,1543.1,34,0
46,1,4,1,2,3,0,33,5,3,1,16227.69,4314.66,67,0
41,1,2,2,0,3,0,34,3,1,3,19110.27,4478.87,76,0
49,1,2,2,0,1,0,37,5,3,1,2993.67,4089.93,72,0
51,1,2,1,2,3,0,40,3,4,2,3290.28,3591.53,80,0
50,0,3,0,0,0,1,39,4,4,3,11176.39,2682.98,64,0
48,0,4,0,2,4,0,36,4,2,1,21416.01,4221.58,75,0
53,1,2,1,2,3,0,41,3,5,2,2492.98,1606.26,32,0
54,1,2,4,0,2,0,38,3,5,3,14265.71,3982.74,58,0
46,0,4,2,0,1,1,35,6,2,3,16985.52,2961.44,56,0
47,0,4,0,0,0,0,38,4,4,1,7469.55,3150.63,70,0
52,0,4,1,2,0,0,36,6,2,1,4592.75,1470.98,33,0
43,0,4,1,0,0,0,32,6,4,3,4341.68,3825.1,63,0
41,1,4,2,1,3,2,36,6,2,2,34516.04,4077.49,67,0
34,1,3,4,3,2,1,23,4,0,3,27710.77,4014.74,73,0
